district,end_date,issued_on,permittee_name,permit_no,address,lat,lng,start_date
WONG TAI SIN,10/08/2013,15/02/2013,VINCI CONSTRUCTION GRANDS PROJETS,GW-RE0145-13,"Construction site of Shatin-Central Link,Tse Wan Shan / San Po Kong, Kowloon (MTRC Contract 1103)",-1,-1,20/02/2013
KWUN TONG,25/05/2013,08/02/2013,Goldfield N&W Constsruction Co Ltd,GW-RE0146-13,"Platform of MTRC Kwun Tong Station, Kowloon (MTRC Contract No. C6533-10C)",-1,-1,26/02/2013
KWUN TONG,01/09/2013,14/02/2013,SUN FOOK KONG (CIVIL) LTD,GW-RE0148-13,"How Ming Street near Wai Yip Street, Kwun Tong, Kowloon ( HyD Contract No. 07/HY/2008).",-1,-1,03/03/2013
YAU TSIM MONG,31/05/2013,08/02/2013,JUNIC CONSTRUCTION COMPANY LIMITED,GW-RE0149-13,"Concourse level of MTR Tsim Sha Tsui Station and East Tsim Sha Tsui Station, Tsim Sha Tsui, Kowloon (MTR Contract No.: C7382-12C)",-1,-1,16/02/2013
YAU TSIM MONG,18/08/2013,19/02/2013,Teamfield Building Contractors Limited,GW-RE0150-13,"International Commerce Centre, No.1, Austin Road West, Kowloon",22.3034032,114.1601917,24/02/2013
KWUN TONG,26/05/2013,14/02/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0152-13,"Wai Yip Street between Kei Yip Street and Hoi Yuen Road, Kwun Tong, Kowloon (WSD Contract No. 7/WSD/08).",-1,-1,24/02/2013
KOWLOON CITY,04/08/2013,18/02/2013,Leader - Sunnic Joint Venture,GW-RE0156-13,"Construction site near Domet Drive, Kai Tak, Kowloon (DSD contract no. DC/2011/04)",-1,-1,24/02/2013
KOWLOON CITY,24/08/2013,18/02/2013,HONG KONG DISTRICT COOLING DHY JOINT VENTURE,GW-RE0158-13,"Kai Tak Development (Northern site) near Kai Shing Street, Kowloon (EMSD Contract no.: 1017EM10)",-1,-1,25/02/2013
KOWLOON CITY,20/08/2013,21/02/2013,Samsung - Hsin Chong Joint Venture,GW-RE0160-13,"Ma Tau Wai Road / To Kwa Wan Road Garden, To Kwa Wan,  Kowloon (MTR Contract No. 1109).",22.3150541,114.1880584,25/02/2013
KOWLOON CITY,31/08/2013,19/02/2013,Yau Lee - Hsin Chong Joint Venture,GW-RE0167-13,Construction Site of the Public Rental Housing Development at Kai Tak Site 1B ( Hong Kong Housing Authority Contract No. 20090006),22.318056,114.2,01/03/2013
YAU TSIM MONG,31/05/2013,25/02/2013,PROGRAM CONTRACTORS LIMITED,GW-RE0170-13,"Platform level of MTR Hung Hom Station, Tsim Sha Tsui, Kowloon (MTR Contract No. : PO 1061775)",-1,-1,01/03/2013
KOWLOON CITY,31/05/2013,21/02/2013,HING FU ENGINEERING COMPANY LIMITED,GW-RE0174-13,"Footbridge No. KF25, Waterloo Road near Suffolk Road, Kowloon Tong, Kowloon (HyD Contract No. HY/2011/12).",-1,-1,01/03/2013
KWUN TONG,16/09/2013,21/02/2013,Penta-Ocean Construction Co Ltd,GW-RE0176-13,"Proposed New International Mail Centre at Wang Chin Street, Lam Hing Street and Wang Kee Street, Kowloon Bay, Kowloon.",22.322017,114.205625,17/03/2013
SAI KUNG,23/09/2013,21/02/2013,Kum Shing (K F) Construction Company Limited,GW-RE0179-13,"Po Shun Road near King Ling Road, Tseung Kwan O, N.T. (CLP Contract No. OA4610000060).",-1,-1,24/03/2013
KWUN TONG,31/08/2013,01/03/2013,BACHY SOLETANCHE GROUP LMITED,GW-RE0181-13,"N.K.I.L. No. 6314., Junction of Kai Cheung Road and Wang Kwong Road, Kowloon Bay, Kowloon.",22.325182,114.20598,10/03/2013
YAU TSIM MONG,21/07/2013,26/02/2013,PROGRAM CONTRACTORS LIMITED,GW-RE0182-13,"MKK Shops 22 - 24, Concourse level of MTR Mong Kok East Station, Mongkok, Kowloon (MTRC Contract No.: K1160-12C)",-1,-1,08/03/2013
WONG TAI SIN,01/06/2013,28/02/2013,HUNG YIP (HK) ENGINEERING CO LTD,GW-RE0190-13,"Reconstruction of Footbridge near Hsin Kuang Centre and Extension of Bus Bays at Lung Cheung Road, Kowloon",-1,-1,05/03/2013
KOWLOON CITY,28/07/2013,28/02/2013,Able Engineering Company Limited,GW-RE0191-13,"site B2 of Kowloon Workshop of Electrical & Mechanical Services Department, To Kwa Wan Road, To Kwa Wan, Kowloon (ASD Contract No. TC Y305).",-1,-1,14/02/2013
YAU TSIM MONG,31/05/2013,01/03/2013,Dragages – Bouygues Joint Venture,GW-RE0200-13,"Underground Tunnel between Sham Mong Road and Hoi Wang Road, Tai Kok Tsui, Kowloon (MTRC Express Rail Link Contract No.: 820)",-1,-1,05/03/2013
KWUN TONG,31/08/2013,04/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0202-13,"Wang Kwong Road between Kai Cheung Road and Lam Wah Street, Kowloon Bay, Kowloon (WSD Contract No. 14/WSD/10).",-1,-1,18/03/2013
KWUN TONG,30/09/2013,07/03/2013,SUN FOOK KONG (CIVIL) LTD.,GW-RE0204-13,"ALL MAJOR ROADS IN KOWLOON EAST & INDUSTRIAL AREAS IN SAN PO KONG, KWUN TONG & YAU TONG KLN",-1,-1,01/04/2013
KOWLOON CITY,30/09/2013,07/03/2013,SUN FOOK KONG (CIVIL) LTD.,GW-RE0209-13,"ALL MAJOR ROADS IN KOWLOON TONG, KOWLOON CITY & HUNG HOM KLN (HyD Contract No. 07/HY/2008)",-1,-1,01/04/2013
KWUN TONG,05/09/2013,05/03/2013,WECON LIMITED,GW-RE0212-13,"Wong Tze Building, 71 Hoi Yuen Road, Kwun Tong, Kowloon.",22.3109853,114.2252179,06/03/2013
KWUN TONG,31/07/2013,08/03/2013,SIEMENS LIMITED,GW-RE0214-13,"CLP Substation of Chevalier Commercial Centre, 8 Wang Hoi Road, Kowloon Bay, Kowloon.",22.3266646,114.2078426,02/04/2013
KWUN TONG,10/08/2013,06/03/2013,Chun Wo Building Construction limited,GW-RE0218-13,"N.K.I.L. 6499, junction of Yuet Wah Street and Hip Wo Street, Kwun Tong, Kowloon.",22.316659,114.226435,11/03/2013
YAU TSIM MONG,10/09/2013,13/03/2013,HENRYVICY CONSTRUCTION COMPANY LIMITED,GW-RE0222-13,"Inside MTR Tunnel between East Tsim Sha Tsui Station and Hung Hom Station, Kowloon  (MTRC Contract No.: KL049-12C)",-1,-1,14/03/2013
KOWLOON CITY,18/09/2013,11/03/2013,HONG KONG DISTRICT COOLING DHY J/V,GW-RE0225-13,"Design-Build-Operate a District Cooling System (Phase II Works) at Kai Tak Development – Barging Point, Kai Tak, Kowloon(EMSD Contract No. 1017EM10).",-1,-1,19/03/2013
KOWLOON CITY,30/06/2013,07/03/2013,SIEMENS LIMITED,GW-RE0228-13,"CLP Substation of Hilder Centre, 2 Sung Ping Street, Hung Hom, Kowloon.",22.310859,114.191475,01/04/2013
KOWLOON CITY,12/09/2013,07/03/2013,HONG KONG DISTRICT COOLING DHY JOINT VENTURE,GW-RE0229-13,"Design-Build-Operate a District Cooling System (Phase II Works) at Kai Tak Development - Road L4 site, Kai Tak, Kowloon(EMSD Contract No. 1017EM10)",-1,-1,13/03/2013
KOWLOON CITY,03/07/2013,07/03/2013,China State Construction Engineering (Hong Kong) Ltd,GW-RE0230-13,"Joint-user Complex at Bailey Street, To Kwa Wan Reclamation, Hung Hom, Kowloon",22.3076299,114.1870366,08/03/2013
KWUN TONG,25/08/2013,14/03/2013,LAM WOO & COMPANY LIMITED,GW-RE0231-13,"Hoi Yuen Road between Hing Yip Street and Hung To Road, Kwun Tong, Kowloon (WSD Contract No. 8/WSD/08).",-1,-1,24/03/2013
WONG TAI SIN,10/09/2013,08/03/2013,LEADER - SUNNIC J/V,GW-RE0232-13,"Choi Hung Road near Shatin Pass Road, Wong Tai Sin, Kowloon (DSD Contract No. DC/2011/04).",-1,-1,11/03/2013
KWUN TONG,11/06/2013,11/03/2013,Goldfield N&W Constsruction Co Ltd,GW-RE0237-13,"Platform of MTRC Kowloon Bay Station, Kowloon (MTRC Contract No. C6533-10C)",-1,-1,13/03/2013
YAU TSIM MONG,08/09/2013,13/03/2013,LAING O' ROURKE - HSIN CHONG - PAUL Y. JOINT VENTURE,GW-RE0240-13,"West Kowloon Terminus Station (South), Austin Road West, Tsim Sha Tsui, Kowloon (MTRC Express Rail Link Contract No.: 810B)",-1,-1,16/03/2013
KWUN TONG,30/06/2013,14/03/2013,SIEMENS LIMITED,GW-RE0247-13,"CLP Substation ‘A’ of International Plaza, 20 Sheung Yuet Road, Kowloon Bay, Kowloon.",22.321512,114.210685,28/04/2013
YAU TSIM MONG,22/06/2013,13/03/2013,LAING O' ROURKE - HSIN CHONG - PAUL Y. JOINT VENTURE,GW-RE0248-13,"West Kowloon Terminus Station (South), Austin Road West, Tsim Sha Tsui, Kowloon (MTRC Express Rail Link Contract No.: 810B)",-1,-1,15/03/2013
YAU TSIM MONG,29/06/2013,25/03/2013,Dragages-Bouygues Joint Venture,GW-RE0249-13,"XRL Construction Sites at Hoi Ting Road, Yau Ma Tei and at Sham Mong Road, Lai Chi Kok, Kwoloon (MTRC Express Rail Link Contract No.: 820)",-1,-1,02/04/2013
KWUN TONG,30/06/2013,15/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0257-13,"How Ming Street junction of Hoi Bun Road, Kwun Tong, Kowloon (WSD Contract No. 14/WSD/10).",-1,-1,31/03/2013
KWUN TONG,07/07/2013,15/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0260-13,"backlane of Hoi Bun Road between Lai Yip Street and How Ming Street, Kwun Tong, Kowloon.",22.312991,114.221763,07/04/2013
YAU TSIM MONG,13/09/2013,19/03/2013,Teamfield Building Contractors Limited,GW-RE0261-13,"Grand Century Place, 193 Prince Edward Road West, Mong Kok, Kowloon",-1,-1,20/03/2013
KWUN TONG,01/09/2013,21/03/2013,Chun Wo Construction & Engineering Co Ltd,GW-RE0265-13,"construction site of Kwun Tong Promeneda (Stage 2),  Hoi Bun Road, Kwun Tong, Kowloon (ASD Contract No. SS A508).",-1,-1,23/03/2013
KWUN TONG,24/05/2013,22/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0267-13,"Ngau Tau Kok Road between Lotus Tower and Hong Ning Road, Kwun Tong, Kowloon (WSD Contract No. 13/WSD/11).",-1,-1,25/03/2013
KWUN TONG,31/08/2013,20/03/2013,SK & DIX JV,GW-RE0268-13,"Hoi Bun Road near Tsun Yip Street, Kwun Tong, Kowloon (DSD Contract No. DC/2010/06).",-1,-1,21/03/2013
KWUN TONG,31/08/2013,20/03/2013,SK & DIX JV,GW-RE0269-13,"Hoi Bun Road near How Ming Street, Kwun Tong, Kowloon (DSD Contract No. DC/2010/06).",-1,-1,21/03/2013
YAU TSIM MONG,21/09/2013,21/03/2013,Gammon - Leighton Joint Venture,GW-RE0271-13,"West Kowloon Terminus Approach Tunnel (South), Jordan Road, Kowloon (MTRC Express Rail Link Contract No.: 811B)",-1,-1,22/03/2013
KOWLOON CITY,23/09/2013,22/03/2013,CONCENTRIC - HONG KONG RIVER JOINT VENTURE,GW-RE0272-13,"Shatin to Central Link – Kai Tak Barging Point Facilities, Kai Tak, Kowloon (MTRC Contract No. 1108A).",-1,-1,26/03/2013
YAU TSIM MONG,29/09/2013,26/03/2013,CHUN WO - LEADER JOINT VENTURE,GW-RE0274-13,Wan Chai Development Phase II - Central - Wan Chai Bypass at Hong Kong Convention and Exhibition Centre - Tsim sha Tsui Area (Contract No.: HK/2009/01),-1,-1,30/03/2013
KWUN TONG,30/07/2013,25/03/2013,Sun Fook Kong (Civil) Ltd,GW-RE0276-13,"Kai Fuk Road near Kai Cheung Road Flyover, Kowloon Bay, Kowloon (HyD Contract No. 07/HY/2008).",-1,-1,28/07/2013
KWUN TONG,31/08/2013,22/03/2013,SK & DIX JV,GW-RE0277-13,"Near 8 Tsun Yip Lane, Kwun Tong, Kowloon (DSD Contract No. DC/2010/06).",22.312497,114.224115,25/03/2013
KOWLOON CITY,31/08/2013,26/03/2013,Nishimatsu Construction Co. Ltd.,GW-RE0278-13,"Fat Kwong Street Playground, Fat Kwong Street, Hung Hom, Kowloon (MTR Contract No. 1001).",-1,-1,27/03/2013
SAI KUNG,29/09/2013,25/03/2013,KWP Quarry Co. Limited,GW-RE0280-13,"ANDERSON ROAD QUARRY, SAI KUNG NT",-1,-1,30/03/2013
KWUN TONG,11/08/2013,26/03/2013,CLP Power Hong Kong Ltd.,GW-RE0287-13,"Outside 44 Tai Yip  Street, Kowloon Bay, Kowloon.",22.3189424,114.2135827,04/04/2013
KWUN TONG,11/10/2013,22/03/2013,Wing Sum Construction & Engineering Company Limited,GW-RE0288-13,"10 Shing Yip Street, Kwun Tong, Kowloon",22.3105078,114.2261372,12/04/2013
SAI KUNG,19/10/2013,22/03/2013,SHINRYO (HONG KONG) LTD,GW-RE0290-13,"6 Chun Kwong Street, Tseung Kwan O Industrial Estate, Tseung Kwan O, N.T.",22.2864451,114.2733701,20/04/2013
SAI KUNG,29/08/2013,25/03/2013,Leighton Contractors (Asia) Limited,GW-RE0293-13,"DD221, Lot 1964, Area 4, Sha Kok Mei, Sai Kung, NT",-1,-1,29/03/2013
KWUN TONG,12/10/2013,27/03/2013,SERCO GROUP (HK) LTD.,GW-RE0298-13,"Kwun Tong Bypass near 163 Hoi Bun Road,  Kwun Tong, Kowloon (TD Contract No. TD  4/2012).",-1,-1,13/04/2013
KWUN TONG,05/10/2013,26/03/2013,CLP Power Hong Kong Ltd.,GW-RE0299-13,"Wang Chiu Road near Sheung Yuet Road, Kowloon Bay, Kowloon.",22.32172,114.208997,06/04/2013
KWUN TONG,01/07/2013,26/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0301-13,"Wai Yip Street near Shun Yip Street, Kwun Tong, Kowloon (WSD Contract No. 7/WSD/08).",-1,-1,29/03/2013
YAU TSIM MONG,30/09/2013,27/03/2013,"NISHIMATSU CONSTRUCTION CO., LTD.",GW-RE0302-13,"MTR Wylie Road Site, Kowloon (MTR Kwun Tong Line Extension Contract 1001)",-1,-1,02/04/2013
KWUN TONG,26/05/2013,27/03/2013,GREEN SOLUTION INTERIOR DESIGN & DECORATION CO. LTD,GW-RE0303-13,"1/F. and 3/F., Octa Tower, 8 Lam Chak Street, Kowloon Bay, Kowloon.",22.3266646,114.2078426,29/03/2013
YAU TSIM MONG,16/06/2013,02/04/2013,CRBC – WCCL JV,GW-RE0306-13,"Road section of Princess Margaret Road near Chi Man Street, Hung Hom, Kowloon (Highways Department Contract No.: 13/HY/2009)",-1,-1,14/04/2013
KWUN TONG,26/05/2013,28/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0309-13,"Kwun Tong Road Westbound near Tsui Ping Road, Kwun Tong, Kowloon (WSD Contract No. 7/WSD/08).",-1,-1,29/03/2013
KWUN TONG,15/08/2013,27/03/2013,"Penta-Ocean Construction Co., Ltd.",GW-RE0310-13,"Wang Kee Street between Lam Hing Street and Wan Chin Street, Kowloon Bay, Kowloon",22.323106,114.204636,29/04/2013
KOWLOON CITY,09/08/2013,27/03/2013,MACDOW-KADEN JOINT VENTURE,GW-RE0313-13,marine works of Installation of Submarine Gas Pipelines and Associated Facilities From To Kwa Wan to North Point for Former Kai Tak Airport Development (Towngas Tender Ref. GSPD/SP/TKW-NP/089/2011).,-1,-1,09/04/2013
KOWLOON CITY,30/09/2013,28/03/2013,Penta - Ocean - Concentric Joint Venture,GW-RE0319-13,All Streets for Upgrading of Central and East Kowloon Sewerage - Phase 1 (DSD Contract No. DC/2008/08),-1,-1,02/04/2013
SAI KUNG,21/07/2013,02/04/2013,CHINA ROAD AND BRIDGE CORPORATION,GW-RE0320-13,"Sai Kung, NT",22.342896,114.257648,28/04/2013
KOWLOON CITY,27/09/2013,28/03/2013,GAMMON CONSTRUCTION LIMITED,GW-RE0321-13,"construction of an Annex Building for Ko Shan Theatre, 77 Ko Shan Road, Ho Man Tin, Kowloon (ArchSD Contract No. SS X302)",-1,-1,02/04/2013
KOWLOON CITY,11/06/2013,28/03/2013,Mak Hang Kei (HK) Construction Ltd.,GW-RE0322-13,"Prince Edward Road East K9 flyover near Kai Tak Operational Base, Kowloon (HyD Contract No. 01/HY/2010).",22.318056,114.2,13/05/2013
YAU TSIM MONG,26/05/2013,05/04/2013,MAK HANG KEI (HONG KONG) CONSTRUCTION LIMITED,GW-RE0333-13,"Central divider of Nathan Road between Boundary Street and Prince Edward Road West, Mong Kok, Kowloon (Highways Department Contract No.: 01/HY/2010).",-1,-1,14/04/2013
KWUN TONG,29/07/2013,08/04/2013,SIEMENS LIMITED,GW-RE0339-13,"CLP Substation of Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong, Kowloon.",22.3103686,114.2227035,05/05/2013
WONG TAI SIN,11/10/2013,03/04/2013,Sembawang - Leader Joint Venture,GW-RE0340-13,"Diamond Hill Construction Site near Lung Poon Court, Kowloon (MTR Contract No.  1106).",-1,-1,12/04/2013
YAU TSIM MONG,31/05/2013,05/04/2013,Gammon-Kaden SCL1111 Joint Venture Limited,GW-RE0344-13,"Hung Hom North Approach Tunnels, Kowloon –Concourse level at Mong Kok East Station (MTR Shatin to Central Link (SCL) Contract No.: 1111).",-1,-1,09/04/2013
YAU TSIM MONG,30/05/2013,09/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RE0346-13,"Road section at Yuen Ngai Street between Flower Market Road and Prince Edward Road West, Mong Kok, Kowloon (WSD Contract No.:3/WSD/08)",-1,-1,15/04/2013
KWUN TONG,25/08/2013,08/04/2013,SIEMENS LIMITED,GW-RE0350-13,"CLP Substation of Block A, Hoplite Industrial Centre, 3-5 Wang Tai Road, Kowloon Bay, Kowloon.",-1,-1,12/05/2013
YAU TSIM MONG,14/10/2013,09/04/2013,SHUI ON CONSTRUCTION COMPANY LIMITED,GW-RE0351-13,"The Innovation Tower, The Hong Kong Polytechnic University, Yuk Choi Road, Kowloon",-1,-1,15/04/2013
YAU TSIM MONG,07/10/2013,08/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RE0352-13,"Stabling Sidings of MTR Hung Hom Station, Tsim Sha Tsui, Kwoloon (MTR Shatin to Central Link Contract No.: 1112)..",-1,-1,10/04/2013
YAU TSIM MONG,26/05/2013,09/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RE0355-13,"Road section at the Junction of Jordan Road and Woosung Street, Jordan, Kowloon (WSD Contract No. : 3/WSD/08)",-1,-1,20/04/2013
WONG TAI SIN,08/06/2013,09/04/2013,GTECH SERVICES (HK) LTD.,GW-RE0357-13,"Hollywood Plaza PTI, Diamond Hill, Kowloon. (EMSD Contract No. 1104EM11).",-1,-1,12/04/2013
YAU TSIM MONG,31/05/2013,19/04/2013,WO HING CONSTRUCTION CO LTD,GW-RE0363-13,"Road Sections of Nathan Road between Boundary Street and Prince Edward Road West, Mong Kok, Kowloon (WSD Contract No.: 6/WSD/08).",-1,-1,03/05/2013
YAU TSIM MONG,19/06/2013,11/04/2013,WAN CHUNG CONSTRUCTION COMPANY LIMITED,GW-RE0364-13,"Concourse Level of MTR Yau Ma Tei Station, Kowloon (MTR Contract No.: C4201-12C).",-1,-1,20/04/2013
KOWLOON CITY,17/09/2013,16/04/2013,Dragages Hong Kong Limited,GW-RE0366-13,"Construction Site of Trade and Industry Tower, Kai Tak Development Area 3, Site 1D4, near Concorde Road, Kai Tak, Kowloon (ASD Contract no. SS W304).",-1,-1,18/04/2013
KOWLOON CITY,17/09/2013,10/04/2013,PROGRAM CONSTRACTORS LTD,GW-RE0367-13,"Concourse of MTR Kowloon Tong Station, Kowloon Tong, Kowloon (MTR Contract No. C7173B.12C).",-1,-1,10/04/2013
YAU TSIM MONG,31/05/2013,19/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RE0369-13,"Road section of Prince Edward Road West near Nathan Road,  Mong Kok, Kowloon(WSD Contract No.: 3/WSD/08)",-1,-1,22/04/2013
KWUN TONG,12/06/2013,11/04/2013,HUNG SHUN ENGINEERING LIMITED,GW-RE0370-13,"APM Millennium City 5 PTI, 418 Kwun Tong Road, Kwun Tong, Kowloon.",22.312401,114.225222,01/05/2013
YAU TSIM MONG,28/10/2013,26/04/2013,Leighton - Gammon Joint Venture,GW-RE0371-13,"West Kowloon Terminus Station (North), Austin Road West, Tsim Sha Tsui, Kowloon (MTRC Express Rail Link Contract No.: 810A)",-1,-1,29/04/2013
WONG TAI SIN,17/06/2013,16/04/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0374-13,"Wong Tai Sin Road near Po Sin House of Upper Wong Tai Sin Estate (Phase 1), Wong Tai Sin, Kowloon (WSD Contract No. 13/WSD/11).",-1,-1,18/04/2013
KWUN TONG,28/06/2013,19/04/2013,CHIU HING CONSTRUCTION & TRANSPORTATION CO. LTD,GW-RE0376-13,"Kwun Tong Bypass northbound between CH7.53 and CH8.48 full width, Kwun Tong, Kowloon (HyD Contract No. 11/HY/2007).",-1,-1,25/04/2013
KWUN TONG,17/10/2013,17/04/2013,HIEN LEE ENGINEERING CO LTD,GW-RE0377-13,"52-56 Hung To Road( K.T.I.L. No. 43, 44 and 45), Kwun Tong, Kowloon.",22.3103686,114.2227035,18/04/2013
YAU TSIM MONG,19/06/2013,19/04/2013,HSIN CHONG CONSTRUCTION (ENGINEERING) LIMITED,GW-RE0378-13,"Pavement Section and Road Section outside 5-7 Canton Road, Tsim Sha Tsui, Kowloon",-1,-1,19/04/2013
YAU TSIM MONG,07/06/2013,19/04/2013,WAN CHUNG CONSTRUCTION COMPANY LIMITED,GW-RE0381-13,"Concourse level of MTR Prince Edward Station, Mong Kok, Kowloon (MTR Contract No.: C4201-12C)",-1,-1,03/05/2013
KOWLOON CITY,28/10/2013,23/04/2013,CHINA INTERNATIONAL WATER & ELECTRIC CORP,GW-RE0383-13,"Construction of the Runway Park at Kai Tak, Kowloon City District (Phase 1), Kai Tak, Kowloon (ASD Contract No. SS A504).",22.318056,114.2,29/04/2013
KOWLOON CITY,24/05/2013,19/04/2013,Dragages Hong Kong Limited,GW-RE0385-13,"NKIL no. 6488 for Contract no. SS W303 Cruise Terminal Building, Kai Tak, Kowloon",22.318056,114.2,25/04/2013
YAU TSIM MONG,31/05/2013,19/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RE0387-13,"Carriageway and footway sections at Sai Yee Street between Argyle Street and Mong Kok Road, Mong Kok, Kowloon (WSD Contract No.: 3/WSD/08)",-1,-1,22/04/2013
SAI KUNG,31/05/2013,22/04/2013,CHINA ROAD AND BRIDGE CORPORATION,GW-RE0392-13,"Wan Po Road near Chun Ying Street, Tseung Kwan O Industrial Estate, Tseung Kwan O, N.T. (HyD Contract No. 07/HY/2011).",-1,-1,02/05/2013
YAU TSIM MONG,31/05/2013,24/04/2013,Shun Yuen Construction Company Limited,GW-RE0393-13,"MTR North Ventilation Building of East of Tsim Sha Tsui Station, Tsim Sha Tsui, Kowloon (MTR Contract No.: T0937-09C)",-1,-1,26/04/2013
KWUN TONG,02/06/2013,22/04/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RE0394-13,"Hung To Road between Chong Yip Street and How Ming Street, Kwun Tong, Kowloon (WSD Contract No. 14/WSD/10).",-1,-1,01/05/2013
KOWLOON CITY,04/07/2013,29/04/2013,LAM WOO & COMPANY LIMITED,GW-RE0397-13,"Ma Tau Wai Road between Bailey Street and Man Yue Street, Hung Hom, Kowloon (WSD Contract No. 8/WSD/08).",42.4072107,-71.3824374,02/05/2013
SAI KUNG,15/11/2013,24/04/2013,Shui On Construction Company Limited,GW-RE0398-13,"Town Park, Indoor Velodrome-Cum-Sports Centre in Area 45, Tseung Kwan O, N.T. (ASD Contract No. SS T334)",-1,-1,16/05/2013
YAU TSIM MONG,01/11/2013,30/04/2013,Hip Seng Construction Company Limited,GW-RE0399-13,"KIL 9844, 18-24 Salisbury Road, Tsim Sha Tsui, Kowloon",22.293421,114.174094,02/05/2013
SAI KUNG,10/11/2013,24/04/2013,KIN SHING (K.F) CONSTRUCTION CO LTD,GW-RE0400-13,"Wan Po Road between Hong Kong Movie City and Lohas Park Road, Tseung Kwan O, N.T. (excluding pedestrian path).",-1,-1,11/05/2013
KWUN TONG,25/07/2013,29/04/2013,HOY HUNG ENGINEERING LIMITED,GW-RE0401-13,"Concourse level of Yau Tong MTR Station, Yau Tong, Kowloon (MTR Contract No. P1059470).",-1,-1,02/05/2013
